NIFTY TOTAL MARKET,NIFTY 50,NIFTY BANK,NIFTY NEXT 50,NIFTY AUTO,NIFTY FMCG,NIFTY IT,NIFTY MEDIA,NIFTY METAL,NIFTY PHARMA,NIFTY PSU BANK,NIFTY PRIVATE BANK,NIFTY REALTY,NIFTY HEALTHCARE INDEX,NIFTY CONSUMER DURABLES,NIFTY OIL & GAS,NIFTY COMMODITIES,NIFTY INDIA CONSUMPTION,NIFTY ENERGY,NIFTY INFRASTRUCTURE,NIFTY INDIA DEFENCE,NIFTY INDIA TOURISM,NIFTY CAPITAL MARKETS,NIFTY EV & NEW AGE AUTOMOTIVE,NIFTY MOBILITY,NIFTY RURAL
IFCI,,,,,,,,,,,,,,,,,,,,,,,,,
RADICO,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAL,,,,,,,,,,,,,,,,,,,,,,,,,
FINCABLES,,,,,,,,,,,,,,,,,,,,,,,,,
IGL,,,,,,,,,,,,,,,,,,,,,,,,,
JAMNAAUTO,,,,,,,,,,,,,,,,,,,,,,,,,
JSWENERGY,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,,,,,,,,,,,,,,,,,,,,,,,,,
PAGEIND,,,,,,,,,,,,,,,,,,,,,,,,,
ABBOTINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
IIFL,,,,,,,,,,,,,,,,,,,,,,,,,
DYNAMATECH,,,,,,,,,,,,,,,,,,,,,,,,,
PIIND,,,,,,,,,,,,,,,,,,,,,,,,,
BELRISE,,,,,,,,,,,,,,,,,,,,,,,,,
PREMIERENE,,,,,,,,,,,,,,,,,,,,,,,,,
ABLBL,,,,,,,,,,,,,,,,,,,,,,,,,
CROMPTON,,,,,,,,,,,,,,,,,,,,,,,,,
TITAGARH,,,,,,,,,,,,,,,,,,,,,,,,,
LUMAXTECH,,,,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,,,,,,,,,,,,,,,,,,,,,,,,,
HUDCO,,,,,,,,,,,,,,,,,,,,,,,,,
M&MFIN,,,,,,,,,,,,,,,,,,,,,,,,,
HEG,,,,,,,,,,,,,,,,,,,,,,,,,
AWL,,,,,,,,,,,,,,,,,,,,,,,,,
IEX,,,,,,,,,,,,,,,,,,,,,,,,,
EIDPARRY,,,,,,,,,,,,,,,,,,,,,,,,,
PNBHOUSING,,,,,,,,,,,,,,,,,,,,,,,,,
IIFLCAPS,,,,,,,,,,,,,,,,,,,,,,,,,
RELIGARE,,,,,,,,,,,,,,,,,,,,,,,,,
COLPAL,,,,,,,,,,,,,,,,,,,,,,,,,
EDELWEISS,,,,,,,,,,,,,,,,,,,,,,,,,
MOTILALOFS,,,,,,,,,,,,,,,,,,,,,,,,,
WELCORP,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJHLDNG,,,,,,,,,,,,,,,,,,,,,,,,,
FSL,,,,,,,,,,,,,,,,,,,,,,,,,
PARADEEP,,,,,,,,,,,,,,,,,,,,,,,,,
ANANDRATHI,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIPRULI,,,,,,,,,,,,,,,,,,,,,,,,,
SCHAEFFLER,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJHFL,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAMICRO,,,,,,,,,,,,,,,,,,,,,,,,,
GRANULES,,,,,,,,,,,,,,,,,,,,,,,,,
KAJARIACER,,,,,,,,,,,,,,,,,,,,,,,,,
TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,
THANGAMAYL,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRALBK,,,,,,,,,,,,,,,,,,,,,,,,,
LEMONTREE,,,,,,,,,,,,,,,,,,,,,,,,,
GPIL,,,,,,,,,,,,,,,,,,,,,,,,,
AFFLE,,,,,,,,,,,,,,,,,,,,,,,,,
NCC,,,,,,,,,,,,,,,,,,,,,,,,,
HOMEFIRST,,,,,,,,,,,,,,,,,,,,,,,,,
ANURAS,,,,,,,,,,,,,,,,,,,,,,,,,
JSWINFRA,,,,,,,,,,,,,,,,,,,,,,,,,
JPPOWER,,,,,,,,,,,,,,,,,,,,,,,,,
DCBBANK,,,,,,,,,,,,,,,,,,,,,,,,,
CEATLTD,,,,,,,,,,,,,,,,,,,,,,,,,
ALKEM,,,,,,,,,,,,,,,,,,,,,,,,,
BSOFT,,,,,,,,,,,,,,,,,,,,,,,,,
ASTERDM,,,,,,,,,,,,,,,,,,,,,,,,,
NH,,,,,,,,,,,,,,,,,,,,,,,,,
YATHARTH,,,,,,,,,,,,,,,,,,,,,,,,,
APTUS,,,,,,,,,,,,,,,,,,,,,,,,,
DELHIVERY,,,,,,,,,,,,,,,,,,,,,,,,,
PTCIL,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAMP,,,,,,,,,,,,,,,,,,,,,,,,,
ZEEL,,,,,,,,,,,,,,,,,,,,,,,,,
SWANCORP,,,,,,,,,,,,,,,,,,,,,,,,,
CHOLAHLDNG,,,,,,,,,,,,,,,,,,,,,,,,,
LLOYDSME,,,,,,,,,,,,,,,,,,,,,,,,,
GOKEX,,,,,,,,,,,,,,,,,,,,,,,,,
BEML,,,,,,,,,,,,,,,,,,,,,,,,,
OLECTRA,,,,,,,,,,,,,,,,,,,,,,,,,
RAILTEL,,,,,,,,,,,,,,,,,,,,,,,,,
KIRLOSENG,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,,,,,,,,,,,,,,,,,,,,,,,,,
APOLLOTYRE,,,,,,,,,,,,,,,,,,,,,,,,,
JMFINANCIL,,,,,,,,,,,,,,,,,,,,,,,,,
EXIDEIND,,,,,,,,,,,,,,,,,,,,,,,,,
RRKABEL,,,,,,,,,,,,,,,,,,,,,,,,,
ACC,,,,,,,,,,,,,,,,,,,,,,,,,
SHAKTIPUMP,,,,,,,,,,,,,,,,,,,,,,,,,
IRB,,,,,,,,,,,,,,,,,,,,,,,,,
CHAMBLFERT,,,,,,,,,,,,,,,,,,,,,,,,,
IRCON,,,,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,,,,,,,,,,,,,,,,,,,,,,,,,
NLCINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
GABRIEL,,,,,,,,,,,,,,,,,,,,,,,,,
SHARDACROP,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,,,,,,,,,,,,,,,,,,,,,,,,,
EQUITASBNK,,,,,,,,,,,,,,,,,,,,,,,,,
AZAD,,,,,,,,,,,,,,,,,,,,,,,,,
AADHARHFC,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,,,,,,,,,,,,,,,,,,,,,,,,,
IKS,,,,,,,,,,,,,,,,,,,,,,,,,
IOB,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSRAILL,,,,,,,,,,,,,,,,,,,,,,,,,
SYNGENE,,,,,,,,,,,,,,,,,,,,,,,,,
SANDUMA,,,,,,,,,,,,,,,,,,,,,,,,,
IGIL,,,,,,,,,,,,,,,,,,,,,,,,,
WABAG,,,,,,,,,,,,,,,,,,,,,,,,,
HEXT,,,,,,,,,,,,,,,,,,,,,,,,,
CASTROLIND,,,,,,,,,,,,,,,,,,,,,,,,,
PVRINOX,,,,,,,,,,,,,,,,,,,,,,,,,
KPIGREEN,,,,,,,,,,,,,,,,,,,,,,,,,
SHAILY,,,,,,,,,,,,,,,,,,,,,,,,,
FIRSTCRY,,,,,,,,,,,,,,,,,,,,,,,,,
UCOBANK,,,,,,,,,,,,,,,,,,,,,,,,,
TATACHEM,,,,,,,,,,,,,,,,,,,,,,,,,
SANSERA,,,,,,,,,,,,,,,,,,,,,,,,,
FIVESTAR,,,,,,,,,,,,,,,,,,,,,,,,,
PRIVISCL,,,,,,,,,,,,,,,,,,,,,,,,,
NEULANDLAB,,,,,,,,,,,,,,,,,,,,,,,,,
GSPL,,,,,,,,,,,,,,,,,,,,,,,,,
SHYAMMETL,,,,,,,,,,,,,,,,,,,,,,,,,
BATAINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
TATACOMM,,,,,,,,,,,,,,,,,,,,,,,,,
BALUFORGE,,,,,,,,,,,,,,,,,,,,,,,,,
EMCURE,,,,,,,,,,,,,,,,,,,,,,,,,
PCJEWELLER,,,,,,,,,,,,,,,,,,,,,,,,,
GRWRHITECH,,,,,,,,,,,,,,,,,,,,,,,,,
HCC,,,,,,,,,,,,,,,,,,,,,,,,,
NAZARA,,,,,,,,,,,,,,,,,,,,,,,,,
IXIGO,,,,,,,,,,,,,,,,,,,,,,,,,
ARE&M,,,,,,,,,,,,,,,,,,,,,,,,,
SIGNATURE,,,,,,,,,,,,,,,,,,,,,,,,,
PPLPHARMA,,,,,,,,,,,,,,,,,,,,,,,,,
SARDAEN,,,,,,,,,,,,,,,,,,,,,,,,,
JWL,,,,,,,,,,,,,,,,,,,,,,,,,
CMSINFO,,,,,,,,,,,,,,,,,,,,,,,,,
SJVN,,,,,,,,,,,,,,,,,,,,,,,,,
BLS,,,,,,,,,,,,,,,,,,,,,,,,,
LTTS,,,,,,,,,,,,,,,,,,,,,,,,,
ZENSARTECH,,,,,,,,,,,,,,,,,,,,,,,,,
MOIL,,,,,,,,,,,,,,,,,,,,,,,,,
ENDURANCE,,,,,,,,,,,,,,,,,,,,,,,,,
INDIAMART,,,,,,,,,,,,,,,,,,,,,,,,,
BLACKBUCK,,,,,,,,,,,,,,,,,,,,,,,,,
JKCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,
ZAGGLE,,,,,,,,,,,,,,,,,,,,,,,,,
KSB,,,,,,,,,,,,,,,,,,,,,,,,,
AETHER,,,,,,,,,,,,,,,,,,,,,,,,,
ABSLAMC,,,,,,,,,,,,,,,,,,,,,,,,,
BALKRISIND,,,,,,,,,,,,,,,,,,,,,,,,,
PRICOLLTD,,,,,,,,,,,,,,,,,,,,,,,,,
ATGL,,,,,,,,,,,,,,,,,,,,,,,,,
DEEPAKNTR,,,,,,,,,,,,,,,,,,,,,,,,,
ONESOURCE,,,,,,,,,,,,,,,,,,,,,,,,,
WEBELSOLAR,,,,,,,,,,,,,,,,,,,,,,,,,
CRAFTSMAN,,,,,,,,,,,,,,,,,,,,,,,,,
BIRLACORPN,,,,,,,,,,,,,,,,,,,,,,,,,
SENCO,,,,,,,,,,,,,,,,,,,,,,,,,
PCBL,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIPISTON,,,,,,,,,,,,,,,,,,,,,,,,,
LLOYDSENT,,,,,,,,,,,,,,,,,,,,,,,,,
CHOICEIN,,,,,,,,,,,,,,,,,,,,,,,,,
AJANTPHARM,,,,,,,,,,,,,,,,,,,,,,,,,
KRBL,,,,,,,,,,,,,,,,,,,,,,,,,
SAMHI,,,,,,,,,,,,,,,,,,,,,,,,,
BRIGADE,,,,,,,,,,,,,,,,,,,,,,,,,
JYOTICNC,,,,,,,,,,,,,,,,,,,,,,,,,
TIMETECHNO,,,,,,,,,,,,,,,,,,,,,,,,,
INOXGREEN,,,,,,,,,,,,,,,,,,,,,,,,,
CESC,,,,,,,,,,,,,,,,,,,,,,,,,
GREAVESCOT,,,,,,,,,,,,,,,,,,,,,,,,,
RELINFRA,,,,,,,,,,,,,,,,,,,,,,,,,
SKYGOLD,,,,,,,,,,,,,,,,,,,,,,,,,
SWSOLAR,,,,,,,,,,,,,,,,,,,,,,,,,
TECHNOE,,,,,,,,,,,,,,,,,,,,,,,,,
AEGISVOPAK,,,,,,,,,,,,,,,,,,,,,,,,,
CYIENT,,,,,,,,,,,,,,,,,,,,,,,,,
JAIBALAJI,,,,,,,,,,,,,,,,,,,,,,,,,
AAVAS,,,,,,,,,,,,,,,,,,,,,,,,,
GRAVITA,,,,,,,,,,,,,,,,,,,,,,,,,
TATAINVEST,,,,,,,,,,,,,,,,,,,,,,,,,
GPPL,,,,,,,,,,,,,,,,,,,,,,,,,
KEC,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
RBA,,,,,,,,,,,,,,,,,,,,,,,,,
KSCL,,,,,,,,,,,,,,,,,,,,,,,,,
RAINBOW,,,,,,,,,,,,,,,,,,,,,,,,,
BLUEJET,,,,,,,,,,,,,,,,,,,,,,,,,
FLUOROCHEM,,,,,,,,,,,,,,,,,,,,,,,,,
PATELENG,,,,,,,,,,,,,,,,,,,,,,,,,
WAAREERTL,,,,,,,,,,,,,,,,,,,,,,,,,
AURIONPRO,,,,,,,,,,,,,,,,,,,,,,,,,
SONATSOFTW,,,,,,,,,,,,,,,,,,,,,,,,,
KNRCON,,,,,,,,,,,,,,,,,,,,,,,,,
NTPCGREEN,,,,,,,,,,,,,,,,,,,,,,,,,
TEXRAIL,,,,,,,,,,,,,,,,,,,,,,,,,
JSWCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,
INTELLECT,,,,,,,,,,,,,,,,,,,,,,,,,
DEEPAKFERT,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTV,,,,,,,,,,,,,,,,,,,,,,,,,
ASHOKA,,,,,,,,,,,,,,,,,,,,,,,,,
WHIRLPOOL,,,,,,,,,,,,,,,,,,,,,,,,,
UBL,,,,,,,,,,,,,,,,,,,,,,,,,
UTIAMC,,,,,,,,,,,,,,,,,,,,,,,,,
SYMPHONY,,,,,,,,,,,,,,,,,,,,,,,,,
ACE,,,,,,,,,,,,,,,,,,,,,,,,,
PTC,,,,,,,,,,,,,,,,,,,,,,,,,
CEMPRO,,,,,,,,,,,,,,,,,,,,,,,,,
INDGN,,,,,,,,,,,,,,,,,,,,,,,,,
ZFCVINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,
GLAND,,,,,,,,,,,,,,,,,,,,,,,,,
ESCORTS,,,,,,,,,,,,,,,,,,,,,,,,,
LTFOODS,,,,,,,,,,,,,,,,,,,,,,,,,
MAPMYINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
WELSPUNLIV,,,,,,,,,,,,,,,,,,,,,,,,,
ABDL,,,,,,,,,,,,,,,,,,,,,,,,,
NAVA,,,,,,,,,,,,,,,,,,,,,,,,,
BERGEPAINT,,,,,,,,,,,,,,,,,,,,,,,,,
V2RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,
EMAMILTD,,,,,,,,,,,,,,,,,,,,,,,,,
GSFC,,,,,,,,,,,,,,,,,,,,,,,,,
BHARTIHEXA,,,,,,,,,,,,,,,,,,,,,,,,,
3MINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
ELGIEQUIP,,,,,,,,,,,,,,,,,,,,,,,,,
GILLETTE,,,,,,,,,,,,,,,,,,,,,,,,,
CONCORDBIO,,,,,,,,,,,,,,,,,,,,,,,,,
CIGNITITEC,,,,,,,,,,,,,,,,,,,,,,,,,
DIACABS,,,,,,,,,,,,,,,,,,,,,,,,,
COHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
KITEX,,,,,,,,,,,,,,,,,,,,,,,,,
MSUMI,,,,,,,,,,,,,,,,,,,,,,,,,
TI,,,,,,,,,,,,,,,,,,,,,,,,,
NSLNISP,,,,,,,,,,,,,,,,,,,,,,,,,
KPIL,,,,,,,,,,,,,,,,,,,,,,,,,
INDIASHLTR,,,,,,,,,,,,,,,,,,,,,,,,,
VTL,,,,,,,,,,,,,,,,,,,,,,,,,
ABFRL,,,,,,,,,,,,,,,,,,,,,,,,,
DBL,,,,,,,,,,,,,,,,,,,,,,,,,
KIMS,,,,,,,,,,,,,,,,,,,,,,,,,
IMFA,,,,,,,,,,,,,,,,,,,,,,,,,
JBMA,,,,,,,,,,,,,,,,,,,,,,,,,
CSBBANK,,,,,,,,,,,,,,,,,,,,,,,,,
THERMAX,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIPHARM,,,,,,,,,,,,,,,,,,,,,,,,,
AIIL,,,,,,,,,,,,,,,,,,,,,,,,,
CLEAN,,,,,,,,,,,,,,,,,,,,,,,,,
VIYASH,,,,,,,,,,,,,,,,,,,,,,,,,
CANFINHOME,,,,,,,,,,,,,,,,,,,,,,,,,
EASEMYTRIP,,,,,,,,,,,,,,,,,,,,,,,,,
PNGJL,,,,,,,,,,,,,,,,,,,,,,,,,
CCL,,,,,,,,,,,,,,,,,,,,,,,,,
TRIDENT,,,,,,,,,,,,,,,,,,,,,,,,,
GMRP&UI,,,,,,,,,,,,,,,,,,,,,,,,,
TIMKEN,,,,,,,,,,,,,,,,,,,,,,,,,
ARVIND,,,,,,,,,,,,,,,,,,,,,,,,,
HONASA,,,,,,,,,,,,,,,,,,,,,,,,,
RITES,,,,,,,,,,,,,,,,,,,,,,,,,
AEGISLOG,,,,,,,,,,,,,,,,,,,,,,,,,
EPL,,,,,,,,,,,,,,,,,,,,,,,,,
ASAHIINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
AVALON,,,,,,,,,,,,,,,,,,,,,,,,,
TANLA,,,,,,,,,,,,,,,,,,,,,,,,,
KPRMILL,,,,,,,,,,,,,,,,,,,,,,,,,
JYOTHYLAB,,,,,,,,,,,,,,,,,,,,,,,,,
AIAENG,,,,,,,,,,,,,,,,,,,,,,,,,
CGCL,,,,,,,,,,,,,,,,,,,,,,,,,
AFCONS,,,,,,,,,,,,,,,,,,,,,,,,,
TEGA,,,,,,,,,,,,,,,,,,,,,,,,,
RATEGAIN,,,,,,,,,,,,,,,,,,,,,,,,,
GODIGIT,,,,,,,,,,,,,,,,,,,,,,,,,
MANYAVAR,,,,,,,,,,,,,,,,,,,,,,,,,
AGI,,,,,,,,,,,,,,,,,,,,,,,,,
LLOYDSENGG,,,,,,,,,,,,,,,,,,,,,,,,,
JUSTDIAL,,,,,,,,,,,,,,,,,,,,,,,,,
BORORENEW,,,,,,,,,,,,,,,,,,,,,,,,,
EIEL,,,,,,,,,,,,,,,,,,,,,,,,,
SCHNEIDER,,,,,,,,,,,,,,,,,,,,,,,,,
TBOTEK,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,,,,,,,,,,,,,,,,,,,,,,,,,
NETWORK18,,,,,,,,,,,,,,,,,,,,,,,,,
USHAMART,,,,,,,,,,,,,,,,,,,,,,,,,
MIDHANI,,,,,,,,,,,,,,,,,,,,,,,,,
MAHSEAMLES,,,,,,,,,,,,,,,,,,,,,,,,,
MEDPLUS,,,,,,,,,,,,,,,,,,,,,,,,,
LATENTVIEW,,,,,,,,,,,,,,,,,,,,,,,,,
MASTEK,,,,,,,,,,,,,,,,,,,,,,,,,
RCF,,,,,,,,,,,,,,,,,,,,,,,,,
OSWALPUMPS,,,,,,,,,,,,,,,,,,,,,,,,,
TRITURBINE,,,,,,,,,,,,,,,,,,,,,,,,,
HGINFRA,,,,,,,,,,,,,,,,,,,,,,,,,
JKPAPER,,,,,,,,,,,,,,,,,,,,,,,,,
TIPSMUSIC,,,,,,,,,,,,,,,,,,,,,,,,,
FIEMIND,,,,,,,,,,,,,,,,,,,,,,,,,
DBREALTY,,,,,,,,,,,,,,,,,,,,,,,,,
GLAXO,,,,,,,,,,,,,,,,,,,,,,,,,
LXCHEM,,,,,,,,,,,,,,,,,,,,,,,,,
REFEX,,,,,,,,,,,,,,,,,,,,,,,,,
IPCALAB,,,,,,,,,,,,,,,,,,,,,,,,,
PGIL,,,,,,,,,,,,,,,,,,,,,,,,,
KIRLPNU,,,,,,,,,,,,,,,,,,,,,,,,,
ABREL,,,,,,,,,,,,,,,,,,,,,,,,,
BANCOINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
RAMCOCEM,,,,,,,,,,,,,,,,,,,,,,,,,
MARKSANS,,,,,,,,,,,,,,,,,,,,,,,,,
CCAVENUE,,,,,,,,,,,,,,,,,,,,,,,,,
POWERMECH,,,,,,,,,,,,,,,,,,,,,,,,,
ATUL,,,,,,,,,,,,,,,,,,,,,,,,,
MEDANTA,,,,,,,,,,,,,,,,,,,,,,,,,
GNFC,,,,,,,,,,,,,,,,,,,,,,,,,
GICRE,,,,,,,,,,,,,,,,,,,,,,,,,
EIHOTEL,,,,,,,,,,,,,,,,,,,,,,,,,
INDIAGLYCO,,,,,,,,,,,,,,,,,,,,,,,,,
RATNAMANI,,,,,,,,,,,,,,,,,,,,,,,,,
BECTORFOOD,,,,,,,,,,,,,,,,,,,,,,,,,
BBTC,,,,,,,,,,,,,,,,,,,,,,,,,
RTNINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
JSFB,,,,,,,,,,,,,,,,,,,,,,,,,
SOBHA,,,,,,,,,,,,,,,,,,,,,,,,,
CHALET,,,,,,,,,,,,,,,,,,,,,,,,,
ORCHPHARMA,,,,,,,,,,,,,,,,,,,,,,,,,
ROUTE,,,,,,,,,,,,,,,,,,,,,,,,,
HONAUT,,,,,,,,,,,,,,,,,,,,,,,,,
SURYAROSNI,,,,,,,,,,,,,,,,,,,,,,,,,
FACT,,,,,,,,,,,,,,,,,,,,,,,,,
GAEL,,,,,,,,,,,,,,,,,,,,,,,,,
MANORAMA,,,,,,,,,,,,,,,,,,,,,,,,,
SUDARSCHEM,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL,,,,,,,,,,,,,,,,,,,,,,,,,
HERITGFOOD,,,,,,,,,,,,,,,,,,,,,,,,,
RHIM,,,,,,,,,,,,,,,,,,,,,,,,,
ELECON,,,,,,,,,,,,,,,,,,,,,,,,,
SHILPAMED,,,,,,,,,,,,,,,,,,,,,,,,,
CIEINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
JKIL,,,,,,,,,,,,,,,,,,,,,,,,,
THELEELA,,,,,,,,,,,,,,,,,,,,,,,,,
STARHEALTH,,,,,,,,,,,,,,,,,,,,,,,,,
VIJAYA,,,,,,,,,,,,,,,,,,,,,,,,,
MINDACORP,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLPHARMA,,,,,,,,,,,,,,,,,,,,,,,,,
RKFORGE,,,,,,,,,,,,,,,,,,,,,,,,,
GMMPFAUDLR,,,,,,,,,,,,,,,,,,,,,,,,,
THYROCARE,,,,,,,,,,,,,,,,,,,,,,,,,
FINEORG,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLINGREA,,,,,,,,,,,,,,,,,,,,,,,,,
AHLUCONT,,,,,,,,,,,,,,,,,,,,,,,,,
ANUP,,,,,,,,,,,,,,,,,,,,,,,,,
ENTERO,,,,,,,,,,,,,,,,,,,,,,,,,
ARVINDFASN,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,,,,,,,,,,,,,,,,,,,,,,,,,
CAPLIPOINT,,,,,,,,,,,,,,,,,,,,,,,,,
MMTC,,,,,,,,,,,,,,,,,,,,,,,,,
INDIACEM,,,,,,,,,,,,,,,,,,,,,,,,,
PGHH,,,,,,,,,,,,,,,,,,,,,,,,,
HEMIPROP,,,,,,,,,,,,,,,,,,,,,,,,,
TARC,,,,,,,,,,,,,,,,,,,,,,,,,
INOXINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
DEVYANI,,,,,,,,,,,,,,,,,,,,,,,,,
ACMESOLAR,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTCAST,,,,,,,,,,,,,,,,,,,,,,,,,
PNCINFRA,,,,,,,,,,,,,,,,,,,,,,,,,
DATAMATICS,,,,,,,,,,,,,,,,,,,,,,,,,
HIKAL,,,,,,,,,,,,,,,,,,,,,,,,,
NESCO,,,,,,,,,,,,,,,,,,,,,,,,,
DOMS,,,,,,,,,,,,,,,,,,,,,,,,,
VAIBHAVGBL,,,,,,,,,,,,,,,,,,,,,,,,,
VARROC,,,,,,,,,,,,,,,,,,,,,,,,,
JKLAKSHMI,,,,,,,,,,,,,,,,,,,,,,,,,
FINPIPE,,,,,,,,,,,,,,,,,,,,,,,,,
SKIPPER,,,,,,,,,,,,,,,,,,,,,,,,,
ACI,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,
THOMASCOOK,,,,,,,,,,,,,,,,,,,,,,,,,
SBFC,,,,,,,,,,,,,,,,,,,,,,,,,
SUMICHEM,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,,,,,,,,,,,,,,,,,,,,,,,,,
NIVABUPA,,,,,,,,,,,,,,,,,,,,,,,,,
RALLIS,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,,,,,,,,,,,,,,,,,,,,,,,,,
CELLO,,,,,,,,,,,,,,,,,,,,,,,,,
BASF,,,,,,,,,,,,,,,,,,,,,,,,,
BIKAJI,,,,,,,,,,,,,,,,,,,,,,,,,
SAFARI,,,,,,,,,,,,,,,,,,,,,,,,,
TSFINV,,,,,,,,,,,,,,,,,,,,,,,,,
BBL,,,,,,,,,,,,,,,,,,,,,,,,,
VESUVIUS,,,,,,,,,,,,,,,,,,,,,,,,,
SANOFICONR,,,,,,,,,,,,,,,,,,,,,,,,,
INDIGOPNTS,,,,,,,,,,,,,,,,,,,,,,,,,
KANSAINER,,,,,,,,,,,,,,,,,,,,,,,,,
PURVA,,,,,,,,,,,,,,,,,,,,,,,,,
MAHLIFE,,,,,,,,,,,,,,,,,,,,,,,,,
KIRLOSBROS,,,,,,,,,,,,,,,,,,,,,,,,,
EMIL,,,,,,,,,,,,,,,,,,,,,,,,,
EPIGRAL,,,,,,,,,,,,,,,,,,,,,,,,,
IFBIND,,,,,,,,,,,,,,,,,,,,,,,,,
ICIL,,,,,,,,,,,,,,,,,,,,,,,,,
BLUEDART,,,,,,,,,,,,,,,,,,,,,,,,,
ITI,,,,,,,,,,,,,,,,,,,,,,,,,
STYRENIX,,,,,,,,,,,,,,,,,,,,,,,,,
PRUDENT,,,,,,,,,,,,,,,,,,,,,,,,,
NFL,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJIND,,,,,,,,,,,,,,,,,,,,,,,,,
ALOKINDS,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,,,,,,,,,,,,,,,,,,,,,,,,,
RAYMONDLSL,,,,,,,,,,,,,,,,,,,,,,,,,
ADVENZYMES,,,,,,,,,,,,,,,,,,,,,,,,,
STARCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,
EMUDHRA,,,,,,,,,,,,,,,,,,,,,,,,,
AGARWALEYE,,,,,,,,,,,,,,,,,,,,,,,,,
AWFIS,,,,,,,,,,,,,,,,,,,,,,,,,
LMW,,,,,,,,,,,,,,,,,,,,,,,,,
AKUMS,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,,,,,,,,,,,,,,,,,,,,,,,,,
ALIVUS,,,,,,,,,,,,,,,,,,,,,,,,,
ISGEC,,,,,,,,,,,,,,,,,,,,,,,,,
EMBDL,,,,,,,,,,,,,,,,,,,,,,,,,
CARBORUNIV,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIDRUGS,,,,,,,,,,,,,,,,,,,,,,,,,
BAYERCROP,,,,,,,,,,,,,,,,,,,,,,,,,
ETHOSLTD,,,,,,,,,,,,,,,,,,,,,,,,,
MAHSCOOTER,,,,,,,,,,,,,,,,,,,,,,,,,
DCAL,,,,,,,,,,,,,,,,,,,,,,,,,
TTML,,,,,,,,,,,,,,,,,,,,,,,,,
CYIENTDLM,,,,,,,,,,,,,,,,,,,,,,,,,
NUVOCO,,,,,,,,,,,,,,,,,,,,,,,,,
DCMSHRIRAM,,,,,,,,,,,,,,,,,,,,,,,,,
ERIS,,,,,,,,,,,,,,,,,,,,,,,,,
CERA,,,,,,,,,,,,,,,,,,,,,,,,,
SUPRIYA,,,,,,,,,,,,,,,,,,,,,,,,,
ORIENTCEM,,,,,,,,,,,,,,,,,,,,,,,,,
SAREGAMA,,,,,,,,,,,,,,,,,,,,,,,,,
